,sentence,source
3218,"Alzheimer\xe2\x80\x99s & dementia: the journal of the \nAlzheimer's Association, 10(3 Suppl), S226\xe2\x80\x9335.\n\nYue JK, Vassar MJ, Lingsma HF, Cooper SR, Okonkwo DO, Valadka AB, et al.",nihms-1672220.pdf
3219,(2013).,nihms-1672220.pdf
3220,Transforming \nresearch and clinical knowledge in traumatic brain injury pilot: multicenter implementation of the \ncommon data elements for traumatic brain injury.,nihms-1672220.pdf
3221,"Journal of neurotrauma, 30(22), 1831\xe2\x80\x931844.",nihms-1672220.pdf
3222,\n[PubMed: 23815563] \n\nBrain Imaging Behav.,nihms-1672220.pdf
3223,Author manuscript; available in PMC 2022 April 01.\n\n\x0cA\nu\n\nt\n\nh\no\nr\n \n\nM\na\nn\nu\ns\nc\nr\ni\np\n\nt\n\nA\nu\n\nt\n\nh\no\nr\n \n\nM\na\nn\nu\ns\nc\nr\ni\np\n\nt\n\nA\nu\n\nt\n\nh\no\nr\n \n\nM\na\nn\nu\ns\nc\nr\ni\np\n\nt\n\nA\nu\nt\nh\no\nr\n \n\nM\na\nn\nu\ns\nc\nr\ni\np\n\nt\n\nWilde et al.\n\nPage 14\n\nFigure 1.,nihms-1672220.pdf
3224,\nOrganization of the ENIGMA consortium and the ENIGMA Brain Injury working group.,nihms-1672220.pdf
3225,"\nMap in top right shows current sites across ENIGMA, map in bottom right shows current \nsites in the ENIGMA Brain Injury working group.",nihms-1672220.pdf
3226,"TBI=traumatic brain injury, \ndMRI=diffusion magnetic resonance spectroscopy, EEG=electroencephalography, \nrsfMRI=resting state functional MRI, tbfMRI=task based fMRI, GWAS=genome-wide \nassociation study, CNV=copy number variation, MDD=major depressive disorder, \nAD=anxiety disorder, PTSD=post-traumatic stress disorder, FTD=frontotemporal dementia, \nHIV=human immunodeficiency virus, OCD=obsessive compulsive disorder, \nADHD=attention-deficit/hyperactivity disorder, 22q DS=22q11.2 deletion syndrome.",nihms-1672220.pdf
3227,"\nAdapted from Thompson et al., 2020.\n\nBrain Imaging Behav.",nihms-1672220.pdf
3228,Author manuscript; available in PMC 2022 April 01.\n\n\x0cA\nu\n\nt\n\nh\no\nr\n \n\nM\na\nn\nu\ns\nc\nr\ni\np\n\nt\n\nA\nu\n\nt\n\nh\no\nr\n \n\nM\na\nn\nu\ns\nc\nr\ni\np\n\nt\n\nA\nu\n\nt\n\nh\no\nr\n \n\nM\na\nn\nu\ns\nc\nr\ni\np\n\nt\n\nA\nu\nt\nh\no\nr\n \n\nM\na\nn\nu\ns\nc\nr\ni\np\n\nt\n\nWilde et al.\n\nPage 15\n\nFigure 2.,nihms-1672220.pdf
3229,\nSchematic showing the approach and goals of the ENIGMA Brain Injury working group.\n\nBrain Imaging Behav.,nihms-1672220.pdf
3230,Author manuscript; available in PMC 2022 April 01.\n\n\x0cA\nu\n\nt\n\nh\no\nr\n \n\nM\na\nn\nu\ns\nc\nr\ni\np\n\nt\n\nA\nu\n\nt\n\nh\no\nr\n \n\nM\na\nn\nu\ns\nc\nr\ni\np\n\nt\n\nA\nu\n\nt\n\nh\no\nr\n \n\nM\na\nn\nu\ns\nc\nr\ni\np\n\nt\n\nA\nu\nt\nh\no\nr\n \n\nM\na\nn\nu\ns\nc\nr\ni\np\n\nt\n\nWilde et al.\n\nPage 16\n\nFigure 3.,nihms-1672220.pdf
3231,\nThis illustration shows several steps in producing common cognitive endpoints using data \nfrom different sources/cohorts.,nihms-1672220.pdf
3232,"The first column shows a theoretical set of data from a \nvariety of sources with unknown disparity, for which the value of the data in aggregated \nform is unknown.",nihms-1672220.pdf
3233,"When data is collated from these various sources, the disparity can be \nquantified and constructs emerge.",nihms-1672220.pdf
3234,"Based on the degree of disparity, different statistical \nmethods for harmonizing the constructs can be applied to minimize disparity.",nihms-1672220.pdf
3235,"Finally, these \nconstructs can be refactored into data that would allow investigators to perform comparisons \nacross these datasets, thereby improving the value and extending the usability of the data in \nbig data analyses.\n\nBrain Imaging Behav.",nihms-1672220.pdf
3236,"Author manuscript; available in PMC 2022 April 01.\n\n\x0c""",nihms-1672220.pdf
3237,"b'Neuron\n\nNeuroView\n\nBig Science, Team Science,\nand Open Science for Neuroscience\n\nChristof Koch1,* and Allan Jones1\n1Allen Institute for Brain Science, Seattle, WA 98109, USA\n*Correspondence: christofk@alleninstitute.org\nhttp://dx.doi.org/10.1016/j.neuron.2016.10.019\n\nThe Allen Institute for Brain Science is a non-pro\xef\xac\x81t private institution dedicated to basic brain science with an\ninternal organization more commonly found in large physics projects\xe2\x80\x94large teams generating complete,\naccurate and permanent resources for the mouse and human brain.",1-s2.0-S0896627316307206-main.pdf
3238,It can also be viewed as an experiment\nin the sociology of neuroscience.,1-s2.0-S0896627316307206-main.pdf
3239,"We here describe some of the singular differences to more academic,\nPI-focused institutions.\n\nBut the greatest paradox of the\nsport has to do with the psycholog-\nical makeup of\nthe people who\npull the oars .",1-s2.0-S0896627316307206-main.pdf
3240,Great crews may\nhave men or women of exceptional\ntalent and strength;\nthey may\nhave outstanding coxswains or\nstroke oars or bowmen; but they\nhave no stars.,1-s2.0-S0896627316307206-main.pdf
3241,"The team effort\xe2\x80\x94\nthe perfectly synchronized \xef\xac\x82ow of\nmuscle, oars, boat and water; the\nsingle, whole, uni\xef\xac\x81ed and beautiful\nsymphony that a crew in motion\nbecomes\xe2\x80\x94is all that matters.",1-s2.0-S0896627316307206-main.pdf
3242,"Not\nthe individual, not the self.\xe2\x80\x94Daniel\nJames Brown (The Boys in the\nBoat)\n\nThe \xef\xac\x81eld of biomedical science enjoys\nworldwide prestige, notable triumphs,\nand signi\xef\xac\x81cant funding.",1-s2.0-S0896627316307206-main.pdf
3243,"It has set itself\nthe goal of understanding biological\norganisms small and large, in health and\nin disease.",1-s2.0-S0896627316307206-main.pdf
3244,But the \xef\xac\x81eld also faces two\nacute and severe challenges.,1-s2.0-S0896627316307206-main.pdf
3245,The \xef\xac\x81rst\xe2\x80\x94\nthe vast complexity of organisms that it\nseeks to understand\xe2\x80\x94is a fundamental\nfeature of evolved organisms.,1-s2.0-S0896627316307206-main.pdf
3246,"The second\nchallenge is the growing recognition\nthe conclusions drawn\nthat many of\nfrom biomedical\nresearch are unreli-\nable, and cannot be reproduced.",1-s2.0-S0896627316307206-main.pdf
3247,"This\nreplication crisis is pernicious and could\nendanger\nthe long-term public sup-\nport, particularly given the prevailing\nanti-intellectual and anti-expert political\nenvironment.\n\nSuccessfully tackling both challenges is\nof the essence, in particular if the promise\nunderpinning the various international\nbrain projects to diagnose, ameliorate,\n\nand ultimately cure mental diseases and\ndisorders is to be realized in our lifetime.\nrequire complementing the\nThis will\ntraditional, small\nlaboratory culture that\nhas hitherto driven almost all biological\ndiscovery and that\nreward individual\ninvestigators and their fecundity in pub-\nlishing papers, with large, multi-disci-\nplinary teams working under highly repro-\nducible standards and making all of their\nmethods, data, and metadata publicly\navailable.",1-s2.0-S0896627316307206-main.pdf
3248,"This latter model\nis what the\nAllen Institute for Brain Science seeks to\nachieve with its focus on Big Science,\nTeam Science, and Open Science.",1-s2.0-S0896627316307206-main.pdf
3249,"We\nhere describe some of our experiences\nand lessons learned.\n\nBiomedical science seeks to answer\nan array of diverse questions, such as de-\nciphering the fates of\nindividuals from\ntheir genomes, linking the microbiome to\nlifestyle and disease, diagnosing and\ndeveloping rational therapies for autism\nspectrum disorders, and understanding\nhow the conscious mind emerges from\nthe \xef\xac\x82ickering activity of a dizzying number\nof heterogeneous nerve cells.",1-s2.0-S0896627316307206-main.pdf
3250,"Addressing\nthese questions requires the design,\nconstruction, and operation of an arma-\nmentarium of sophisticated tools and\nmethods from a variety of scienti\xef\xac\x81c and\ntechnological disciplines, in addition to\nsoftware engineers and computer scien-\ntists to grapple with the massive data\nstreams to extract and analyze key pa-\nrameters, and data scientists and theore-\nticians to \xef\xac\x81t these data to digital simulacra\nand theories.",1-s2.0-S0896627316307206-main.pdf
3251,"Biology has undergone a\ndramatic transformation since Gregor\nMendel, the founder of genetics, used\ngardening tools to discover the laws of\n\nthe Human Genome Project\n\nMendelian inheritance.",1-s2.0-S0896627316307206-main.pdf
3252,"Just 150 years\nlater,\nin-\nvolved a far-\xef\xac\x82ung coalition of technicians\nand scientists with their sophisticated\nmachinery.",1-s2.0-S0896627316307206-main.pdf
3253,"This singular project brought\nthe era of Big Science to biology.\n\nIt was the construction of large particle\naccelerators at the Radiation Laboratory\nin Berkeley under Ernest Lawrence in the\n1930s that gave birth to Big Science.\nGrowing up in the shadow of the Manhat-\ntan project, Big Science came of age\npost-Sputnik, during the Cold War, fueled\nby massive government programs.\nIts\nrationalization was the discovery of un-\nknown, exotic high energy particles\n(\xe2\x80\x98\xe2\x80\x98new\xe2\x80\x99\xe2\x80\x99 physics) and the testing of speci\xef\xac\x81c\ntheories, such as the Standard Model at\nthe LHC or General Relativity at LIGO.",1-s2.0-S0896627316307206-main.pdf
3254,"In\nastronomy, large telescopes and plane-\ntary probes opened up new windows\ninto the cosmos or investigated planets,\nmoons, or other denizens of the solar\nsystem.",1-s2.0-S0896627316307206-main.pdf
3255,This motto of Big Science as ac-\ncessing new frontiers and surveying the\nlandscape of possibilities carried into the\nHuman Genome Project and its follow-\nup ENCODE project.,1-s2.0-S0896627316307206-main.pdf
3256,This is also the spirit\nin which the Allen Institute views its contri-\nbution to neuroscience.\n\nBig Science is imposed by the com-\nplexity of the phenomena investigated\nand by the proli\xef\xac\x81cacy and intricacies of\nmodern instruments.,1-s2.0-S0896627316307206-main.pdf
3257,"Thus, developing\ntests to detect and therapies to stop and\nperhaps even reverse the ravages visited\nupon an adolescent brain by schizo-\nphrenia, one gifted professor working\nwith her graduate student and post-\ndoctoral fellow in isolation will not tame\nthe vast beast that is the genome and\n\n612 Neuron 92, November 2, 2016 \xc2\xaa 2016 Elsevier Inc.\n\n\x0cNeuron\n\nNeuroView\n\nbrain (Thompson et al., 2014), the adult\nmouse spinal cord, the adult human brain\n(Hawrylycz et al., 2012), the developing\nhuman brain (Miller et al., 2014), the adult\nmacaque brain (Bernard et al., 2012), and\nthe developing macaque brain (Bakken\net al., 2016).",1-s2.0-S0896627316307206-main.pdf
3258,"These massive online re-\nsources are complemented by a meso-\nscopic mouse connectivity atlas (Oh\net al., 2014) and a cellular-resolution\n(1 mm/pixel) annotated atlas of an adult\nhuman brain (Ding et al., 2016).\n\nThese large-scale and comprehensive\nprojects could not have thrived within\nthe academic ecosystem, with its need\nfor rapid results and speci\xef\xac\x81c hypotheses\nto sustain funding and multiple \xef\xac\x81rst-auth-\nored publications for participating grad-\nuate students to obtain their PhDs.",1-s2.0-S0896627316307206-main.pdf
3259,"The\nconstant re\xef\xac\x81nement and adjustment of\ntools, instruments, and analysis methods\nby multiple actors without documentation\nis also a hindrance for big science pro-\njects.",1-s2.0-S0896627316307206-main.pdf
3260,"Of course, technology development\npropels scienti\xef\xac\x81c discovery, but if the dy-\nnamics at which such improvements\noccur are faster than the project timeline,\nthe goal of obtaining a canonical and\nreproducible product that can serve as a\ngold standard becomes elusive.\n\nWe have learned several valuable les-\nsons over the years.",1-s2.0-S0896627316307206-main.pdf
3261,Critical to success\nis testing competing technologies and in-\nstruments under realistic conditions to\nassess their\nrobustness and reliability\nand insisting on \xef\xac\x81rm deadlines.,1-s2.0-S0896627316307206-main.pdf
3262,Bringing\na technology platform from proof-of-\nconcept to maturity requires planning for\nan extended time course.,1-s2.0-S0896627316307206-main.pdf
3263,"Finally,\nit is\nimportant\nthe siren song of\nconstantly switching to the latest \xe2\x80\x98\xe2\x80\x98hot\xe2\x80\x99\xe2\x80\x99\nmethod in favor of staying the course\nwith a well-proven, older technology until\nlarge-scale data production is completed\n(Figure 1).\n\nto resist\n\nTeam Science\nLarge science projects require a highly\nspecialized workforce that works together,\nday after day, hand-in-glove, across the\norganization.",1-s2.0-S0896627316307206-main.pdf
3264,"Consider\nthe team that\noperates our latest online offering, the\nAllen Brain Observatory.\nis to\nrecord the cellular level activity of thou-\nsands and ultimately millions of neurons\nin functionally identi\xef\xac\x81ed regions of the\nmouse brain as the animal is engaged in\na stereotyped behavior.",1-s2.0-S0896627316307206-main.pdf
3265,"Our \xef\xac\x81rst release\n\nIts goal\n\nNeuron 92, November 2, 2016 613\n\nFigure 1.",1-s2.0-S0896627316307206-main.pdf
3266,"Life Cycle of a Generic Technology in Basic Science\nAn important lesson we have learned many times is the need to pick state-of-the-art instrumentation\ntechnologies that are sensitive and reliable, with well-understood operational procedures that can operate\nstably over years for our large neuroscience data products.",1-s2.0-S0896627316307206-main.pdf
3267,This may preclude adopting the latest cutting-\nedge technique that has just been published as a proof of principle.,1-s2.0-S0896627316307206-main.pdf
3268,This is schematically illustrated with\nthe time line for some of the canonical events in the life cycle of some relevant technology.,1-s2.0-S0896627316307206-main.pdf
3269,"The ordinate\nplots penetration (usage and adoption by the science community) in red and quality and reproducibility of\nthe technology in blue.\n\nfor\n\ninstance,\n\nthe brain (see,\nthe long\nauthor list in Sekar et al.",1-s2.0-S0896627316307206-main.pdf
3270,2016).,1-s2.0-S0896627316307206-main.pdf
3271,"Under-\nstanding how brains work in health, and\nhow they break down in disease, de-\nmands Big Science to complement the\ntraditional discovery process.",1-s2.0-S0896627316307206-main.pdf
3272,"Big Sci-\nence, though, is a signi\xef\xac\x81cant departure\nfrom the investigator-focused culture of\nsmall and autonomous laboratories and\nrequires fresh thinking on how individual\nscientists are rewarded, teams are moti-\nvated, and research is planned, paid for,\nand executed.\n\nBig Science\nAt the beginning of the millennium, Paul\nAllen, co-founder of Microsoft, assem-\nbled a group of biologists to discuss the\nfuture of neuroscience and what could\nbe done to accelerate its course.",1-s2.0-S0896627316307206-main.pdf
3273,"From\nthese meetings emerged the idea of\ngenerating a complete atlas detailing\ngene expression throughout the brain of\nthe most popular mammalian model sys-\ntem, the laboratory mouse.",1-s2.0-S0896627316307206-main.pdf
3274,"Funded by\nan initial gift of $50 million by Mr. Allen, a\nteam of about 50 people accomplished\nthis feat in 2006, under budget and on\ntime, using in situ hybridization for map-\nping the expression of 20,000 genes in\nsectioned brain tissue.",1-s2.0-S0896627316307206-main.pdf
3275,"The annotated\ndata were, and continue to be,\nfreely\navailable to anybody with an internet\n\nconnection at http://brain-map.org.",1-s2.0-S0896627316307206-main.pdf
3276,"This\neffort was powered by a \xe2\x80\x98\xe2\x80\x98structured\nscience\xe2\x80\x99\xe2\x80\x99 approach adopted from the\nbiotechnology industry, including robotic\ninstrumentation, standardized operating\nprocedures to reduce variability, high\nquality control and quality assurance\nstandards and extensive program man-\nagement, supplemented by external sci-\nenti\xef\xac\x81c advisory boards.\n\nThe Allen Mouse Brain Atlas is now the\nde facto standard for visualizing gene\nexpression patterns in the mouse brain,\nwith more than 2,000 citations to the\nassociated publication (Lein et al.",1-s2.0-S0896627316307206-main.pdf
3277,"2007)\nand more than 15,000 unique monthly vis-\nitors to the online resource.\nit\ncould be argued that the Allen Mouse\nBrain Atlas satis\xef\xac\x81es Sydney Brenner\xe2\x80\x99s\nfamous CAP criteria pertaining to large-\nscale surveys: complete coverage of all\ngenes throughout\nthe brain, accurate\nprobes (i.e., with high sensitivity and\nspeci\xef\xac\x81city), and maintained as a curated\nand permanent resource.\n\nIndeed,\n\nBuilding on the success of the Allen\nMouse Brain Atlas,\nthe Allen Institute\nre\xef\xac\x81ned and adapted this high-throughput,\nscalable, and robust platform to create\nadditional cartographies, comprehen-\nsively mapping transcriptional expression\npatterns within a three-dimensional coor-\ndinate system in the developing mouse\n\n\x0c(http://observatory.brain-map.org/) in the\nopen-source Neurodata Without Borders\ndata format (Teeters et al., 2015) features\nthe calcium activity of more than 30,000\nindividual neurons responding to a battery\nof visual stimuli,\nincluding static and\nmoving gratings, sparse noise, natural\nscenes, and the movie Touch of Evil.",1-s2.0-S0896627316307206-main.pdf
3278,Activ-\nity is recorded via two-photon microscopy\nin primary visual cortex and nearby regions\nin different transgenic mice and mapped\nto a high-resolution neuroanatomical coor-\ndinate framework.,1-s2.0-S0896627316307206-main.pdf
3279,"Together with associ-\nated metadata, including eye movements,\nvideo of the running mice and so on, this\n\xef\xac\x81rst dataset exceeds 30TB.\n\nThe team that built and operates the\nAllen Brain Observatory numbers one\nhundred specialists and technicians (not\nall of whom work full-time on this\nproject)\xe2\x80\x94technicians to care for and train\nthe animals, neurobiologists to plan and\nexecute the behavioral experiment, elec-\ntrical and optical engineers to construct\nand maintain the microscopes to identify\nfunctional\nregions and image cellular-\nlevel activity, neurosurgeons to precisely\nplace transparent windows into murine\nskulls, mechanical engineers to build the\ngimbals, reticules, and other widgets to\nreproducibly return to the same set of\nneurons over multiple trials, anatomists\nand annotators to localize responses\nwithin the 3D brain, software engineers\nto harness and massage the massive\ndata stream from all\ninstruments into a\ncommon laboratory information manage-\nment system, data scientists to extract\nthe tiny fraction of relevant information,\nand modelers and theoreticians to carry\nout statistical analyses and build neural\nnetwork and other models to analyze\nand replicate the data.",1-s2.0-S0896627316307206-main.pdf
3280,"Four years in the\nmaking, the project has been fully funded\nby the generosity of one individual, Paul\nAllen.\n\njust\n\nThe dif\xef\xac\x81culties in operating such an\nthose asso-\nobservatory are not\nciated with setting up any advanced\ninstrumentation suite, but also include\nsigni\xef\xac\x81cant sociological and organizational\nchallenges.\n\nWe all treasure a sense of autonomy.\nYet inherent to any team, whether oper-\nating on the battle \xef\xac\x81eld, on the water rac-\ning a scull, in a start-up, or at an institute\nwith production deadlines, is the impera-\ntive to align on the agreed-upon goals\n\n614 Neuron 92, November 2, 2016\n\nimplications for\n\nand the attendant need to submerge the\nego, the self, to the group as a whole.\nThese con\xef\xac\x82icting demands have impor-\ntant\ninternal decision\nmaking and highlight the absolute need\nfor the development and maintenance of\ntrust across the entire team.",1-s2.0-S0896627316307206-main.pdf
3281,"Achieving\nthese goals requires a sophisticated\nmeeting culture (e.g., taking minutes, spe-\nci\xef\xac\x81c agenda,\nfollow-up, starting and\nending on time, no distracting smart-\nphone or laptop usage, and so on).",1-s2.0-S0896627316307206-main.pdf
3282,Regu-\nlar team meetings are the most visible\ndifference to academic culture.\n\nThese challenges grow as the size of\nthe team grows.,1-s2.0-S0896627316307206-main.pdf
3283,"Our anecdotal evidence\nsuggests that above a hundred members,\ngroup cohesion appears to become\nweaker with the appearance of semi-\nautonomous cliques and sub-groups.\nThis may relate to the postulated limit on\nthe number of meaningful social interac-\ntions humans can sustain given the size\nof their brain (Dunbar, 1992).\n\nTeams are built on the strengths and\nabilities of their members.",1-s2.0-S0896627316307206-main.pdf
3284,"While alpha-\ntype personalities pursuing their own\nidea thrive in an academic setting, we\nare more dependent on team players\nwith a highly cooperative style of give\nand take in an environment that unleashes\ntheir energy and creativity.\n\nWithin this team-oriented context, how\nshould individual contributors, on whose\ncreativity, brilliance, dedication, disci-\npline, and hard work the entire enterprise\nrests, be rewarded?",1-s2.0-S0896627316307206-main.pdf
3285,"As a non-pro\xef\xac\x81t insti-\ntution, we do not offer stock options or\noutsized salaries to reward strong per-\nformers.",1-s2.0-S0896627316307206-main.pdf
3286,"Likewise, the promise of \xef\xac\x81rst\nor senior authorship only acts as a\nweak draw given the large number of\ncontributors.\n\nThis means that internal motivators are\nkey\xe2\x80\x94team members value the knowl-\nedge that they are participating in an his-\ntoric mission at the frontier of science\nthat will unearth new knowledge to the\nbene\xef\xac\x81t of all of humankind.\n\nSuch considerations require a judicious\nrecruitment process, ample opportunities\nfor growth, and promotion within the or-\nganization to reward performance, the\nnurturing of a sense of being part of some-\nthing larger than oneself, and distinct\ntracks for employees interested in careers\nin basic research (scientists I, II, senior\nscientist, and investigators), structured\n\nNeuron\n\nNeuroView\n\nscience (managers and directors of\ndistinct rankings), or science manage-\nment (project and program managers).\n\nFortunately,\n\nthe physics community\nhas shown the way by assembling colos-\nsal teams.",1-s2.0-S0896627316307206-main.pdf
3287,"The two independent collabo-\nrations at\nthe Large Hadron Collider\n(LHC) at CERN in Geneva that success-\nfully hunted for the Higgs Boson\xe2\x80\x94CMS\nand ATLAS\xe2\x80\x94each has about 3,000 par-\nticipants with elaborate, point-based\nrules for authorship and who can speak\nfor the group.",1-s2.0-S0896627316307206-main.pdf
3288,"The authors list of the\nLIGO consortium publication announcing\nthe \xef\xac\x81rst detection of gravity waves\nemitted by two merging black holes was\nstrictly alphabetical and included about\na thousand individuals from 133 institu-\ntions (Abbott et al., 2016).",1-s2.0-S0896627316307206-main.pdf
3289,"Note that these\nlarge organizations happily and produc-\ntively coexist with traditional academia.\nThus, while there can be upward of\n13,000 people on site at CERN in Geneva,\nonly about 2,200 of these are CERN em-\nployees; the rest are subcontractors, stu-\ndents, fellows, and visiting faculty.\n\nWe have learned from these and other\norganizations that to build a well-func-\ntioning team with a strong esprit de corps,\nit is critical to jointly and cooperatively\nalign on speci\xef\xac\x81c common goals, build\ntrust by open and transparent decision-\nmaking, a maximal sharing of both re-\nsponsibilities and credit, and nourish\nmorale by a dense web of formal and\ninformal means of communication.",1-s2.0-S0896627316307206-main.pdf
3290,We\nhave also learned the importance of\ncompromise among con\xef\xac\x82icting demands\nand experts from different scienti\xef\xac\x81c\ntraditions.,1-s2.0-S0896627316307206-main.pdf
3291,"This is really nothing but the\nart of\nthe achievable under time and\nbudgetary constraints\xe2\x80\x94succinctly ex-\npressed by Otto von Bismarck\xe2\x80\x99s dictum,\n\xe2\x80\x98\xe2\x80\x98Politics is the art of the possible.\xe2\x80\x99\xe2\x80\x99\n\nOpen Science\nFrom the early days of the Institute, we\nhave made the fruits of our investigations\navailable to anybody with an internet\nconnection through our\nrepository at\nhttp://brain-map.org.",1-s2.0-S0896627316307206-main.pdf
3292,"These massive re-\nsources totaling more than 3,000 Tera-\nbytes of data are actively maintained\nand curated.",1-s2.0-S0896627316307206-main.pdf
3293,"No login or\nregistration\nstep is needed to browse, search, view,\nor download any of this wealth of informa-\ntion via our dedicated web tools.",1-s2.0-S0896627316307206-main.pdf
3294,Data re-\nleases occur well ahead of the publication\n\n\x0cNeuron\n\nNeuroView\n\nBox 1.,1-s2.0-S0896627316307206-main.pdf
3295,"Open Science Recommendation\n\nTo accelerate the rate of discovery and to ameliorate the replication crisis, it is imperative that the neuroscience community moves\ntoward an open science ethic.",1-s2.0-S0896627316307206-main.pdf
3296,"After all, almost all basic science is funded, directly or indirectly, by citizens via their taxes.",1-s2.0-S0896627316307206-main.pdf
3297,"There-\nfore, the fruits of these labors ought to be publicly, freely, and widely shared.",1-s2.0-S0896627316307206-main.pdf
3298,We offer some speci\xef\xac\x81c suggestions.\n\nd The detailed code for the complete analysis of data and statistical procedures should accompany every publication.,1-s2.0-S0896627316307206-main.pdf
3299,"The\nmost convenient form is a jupyter notebook (https://jupyter.org/), a Python-based web application for the creation and\nsharing of documents that contains live code, equations, \xef\xac\x81gures, and explanatory text.",1-s2.0-S0896627316307206-main.pdf
3300,This allows researchers to easily\nreplicate\xe2\x80\x94and vary\xe2\x80\x94the conclusion of the study.,1-s2.0-S0896627316307206-main.pdf
3301,"This imposes a low burden on authors.\n\nd We do know from our own experience that making data freely available imposes a signi\xef\xac\x81cant burden (for a thoughtful dis-\ncussion of the costs and the bene\xef\xac\x81ts, see Choudhury et al.",1-s2.0-S0896627316307206-main.pdf
3302,2014).,1-s2.0-S0896627316307206-main.pdf
3303,Data and relevant metadata need to be formatted into\na common data format and placed online.,1-s2.0-S0896627316307206-main.pdf
3304,This repository needs to be curated.,1-s2.0-S0896627316307206-main.pdf
3305,"Increasingly, funding agencies are receptive\nto such initiatives and the attendant costs.",1-s2.0-S0896627316307206-main.pdf
3306,"With rare exceptions for singular \xef\xac\x81ndings, the era of illustrating discoveries via\nnothing but a \xef\xac\x82at PDF \xef\xac\x81le, with \xe2\x80\x98\xe2\x80\x98representative results\xe2\x80\x99\xe2\x80\x99 that are often the most expected or cleanest responses, ought to\nbe coming to a close.\n\nof associated platform papers.",1-s2.0-S0896627316307206-main.pdf
3307,Our cur-\nrent 10-year plan calls for continual thrice\nyearly releases of data.,1-s2.0-S0896627316307206-main.pdf
3308,"We also share\nwhite papers describing in minute detail\nour operating procedures and methods\nand many of our tools, such as transgenic\nanimals and viruses (e.g., Madisen et al.,\n2010).",1-s2.0-S0896627316307206-main.pdf
3309,"Indeed, The Jackson Laboratory\nhas shipped more than 20,000 of our\ntransgenic mice to customers worldwide.\nWhy do we pursue such an \xe2\x80\x98\xe2\x80\x98information-\nwants-to-be-free\xe2\x80\x99\xe2\x80\x99 policy?",1-s2.0-S0896627316307206-main.pdf
3310,The simplest\nanswer is that this is the vision of Paul\nAllen.,1-s2.0-S0896627316307206-main.pdf
3311,His intent is that Institute resources\nshould accelerate neuroscience discov-\nery.,1-s2.0-S0896627316307206-main.pdf
3312,"He also believes that the Institute\nshould act as an example of what every\nlaboratory should be doing.\n\nFor millennials, communicating via texts\nand images is part of their social online\nexperience growing up.",1-s2.0-S0896627316307206-main.pdf
3313,"Thus, it comes\nnatural to young scientists to freely and\nopenly share data, computer code, and\nmanuscripts.",1-s2.0-S0896627316307206-main.pdf
3314,"Indeed, open science has\nbeen advocated for and practiced by a\nsmall number of neuroscientists for more\nthan a decade (e.g., Van Horn and Gazza-\nniga, 2013; Glasser et al., 2016).",1-s2.0-S0896627316307206-main.pdf
3315,"Regret-\ntably, however, the vast majority of data\nand metadata in the neurosciences con-\ntinues to remain inaccessible.\n\nIt is urgent that the \xef\xac\x81eld as a whole\nmove toward an open science policy, as\nit will alleviate some of the root causes\nof the replication crisis so pervasive in\nbiomedical research.",1-s2.0-S0896627316307206-main.pdf
3316,"A recent review on\nthis topic (Button et al., 2013) opens with\nan eye-catching, \xe2\x80\x98\xe2\x80\x98It has been claimed\nand demonstrated that many\n(and\npossibly most) of the conclusions drawn\n\nfrom biomedical research are probably\nfalse.\xe2\x80\x99\xe2\x80\x99 Estimates for the fraction of false\n\xef\xac\x81ndings range from a simple majority to\n80% and higher (Open Science Collabo-\nration, 2015).",1-s2.0-S0896627316307206-main.pdf
3317,"Given that replication is\none of the key steps in the scienti\xef\xac\x81c pro-\ncess, its systematic failure for so many\npublished \xef\xac\x81ndings constitute a striking\ndeparture from good scienti\xef\xac\x81c practice\nthat could come back to haunt the \xef\xac\x81eld.\nThis cannot be eluded by blithely ignoring\nit as most scientists are wont to do.\n\nThere are two broad categories of\n\ncauses for the replication crisis.\n\nFirst, even simple organisms have\nvastly more degrees of freedom than the\nnatural, non-evolved systems physicists\ntypically deal with, such as elementary\nparticles, gravity waves, or exo-planets.\nThus, while a Higgs Boson has the same\nsignature no matter where on Earth it is\ndetected, a C57BL/6J mouse in Seattle\nwill not be the same as a laboratory\nmouse in Boston (Crabbe et al., 1999).\nWhat is true for standard breeds of mice\nkept under controlled conditions is vastly\nmore so for \xe2\x80\x98\xe2\x80\x98neuro-typical\xe2\x80\x99\xe2\x80\x99 volunteers\nor patients.",1-s2.0-S0896627316307206-main.pdf
3318,"Mitigating this problem will\nnot be easy but must include enforcing,\nto the maximal extent possible, standard-\nization of model systems, procedures,\ntools, and instruments, as well as meticu-\nlously publicizing all logistical and meth-\nodological details.",1-s2.0-S0896627316307206-main.pdf
3319,Unbiased surveys\neliminate some sources of these statisti-\ncal infelicities and have found widespread\nadoptions in some \xef\xac\x81elds.,1-s2.0-S0896627316307206-main.pdf
